Agemos,Male_L,Male_M,Male_S,Female_L,Female_M,Female_S
62.5,1.276996893,110.2631136,0.042797615,-0.09572283,109.1315521,0.044410436
63,1.276849006,110.5344552,0.042847246,-0.104473979,109.4258526,0.04444226
63.5,1.276701119,110.8057967,0.042896877,-0.113225128,109.7201531,0.044474084
64,1.274794243,111.0767616,0.042945391,-0.121445409,110.0146733,0.044504873
64.5,1.272887366,111.3477265,0.042993904,-0.129665689,110.3091934,0.044535662
65,1.269307951,111.618348,0.043041204,-0.137333934,110.6038081,0.044565458
65.5,1.265728536,111.8889694,0.043088503,-0.145002179,110.8984228,0.044595254
66,1.260565409,112.1592728,0.043134508,-0.152100032,111.1930017,0.044624098
66.5,1.255402281,112.4295761,0.043180513,-0.159197885,111.4875806,0.044652942
67,1.248746576,112.6995794,0.04322516,-0.165709817,111.7819887,0.044680876
67.5,1.242090871,112.9695827,0.043269806,-0.172221748,112.0763967,0.044708809
68,1.234035969,113.2392968,0.043313047,-0.178135053,112.3704955,0.044735873
68.5,1.225981067,113.5090108,0.043356287,-0.184048358,112.6645943,0.044762936
69,1.216622523,113.7784393,0.04339809,-0.189354287,112.9582423,0.044789169
69.5,1.207263978,114.0478678,0.043439893,-0.194660215,113.2518902,0.044815402
70,1.1967021,114.3170082,0.043480245,-0.199345387,113.5449454,0.044840845
70.5,1.186140222,114.5861486,0.043520597,-0.204030559,113.8380006,0.044866288
71,1.17446821,114.8549901,0.043559502,-0.208102484,114.1303162,0.04489098
71.5,1.162796198,115.1238315,0.043598407,-0.212174408,114.4226317,0.044915672
72,1.150119533,115.3923589,0.043635883,-0.215621769,114.7140648,0.044939654
72.5,1.137442868,115.6608862,0.043673359,-0.219069129,115.0054978,0.044963636
73,1.123864678,115.9290777,0.043709441,-0.221895648,115.2959034,0.044986948
73.5,1.110286487,116.1972691,0.043745523,-0.224722166,115.5863089,0.045010259
74,1.095911362,116.4650971,0.043780263,-0.226931289,115.8755436,0.045032942
74.5,1.081536236,116.732925,0.043815003,-0.229140412,116.1647782,0.045055624
75,1.066469988,117.0003565,0.043848466,-0.230738049,116.4527002,0.045077721
75.5,1.05140374,117.2677879,0.043881929,-0.232335686,116.7406221,0.045099817
76,1.035753119,117.5347849,0.043914195,-0.233330125,117.0270922,0.045121371
76.5,1.020102497,117.8017819,0.043946461,-0.234324563,117.3135622,0.045142924
77,1.003974855,118.0683017,0.043977623,-0.234726379,117.5984441,0.04516398
77.5,0.987847213,118.3348215,0.044008785,-0.235128195,117.8833259,0.045185036
78,0.971350128,118.6008169,0.044038949,-0.234950155,118.166487,0.045205643
78.5,0.954853043,118.8668123,0.044069112,-0.234772114,118.4496481,0.045226249
79,0.938093893,119.1322322,0.044098394,-0.234029074,118.7309602,0.045246456
79.5,0.921334742,119.397652,0.044127675,-0.233286033,119.0122722,0.045266662
80,0.904420233,119.6624415,0.0441562,-0.231994833,119.2916118,0.045286523
80.5,0.887505723,119.9272309,0.044184725,-0.230703633,119.5709513,0.045306383
81,0.870541377,120.191332,0.044212629,-0.228882989,119.8482004,0.045325954
81.5,0.85357703,120.455433,0.044240532,-0.227062344,120.1254495,0.045345524
82,0.836666635,120.7187846,0.044267956,-0.224732728,120.4004961,0.045364864
82.5,0.819756239,120.9821362,0.044295379,-0.222403111,120.6755427,0.045384203
83,0.803001268,121.2446749,0.044322469,-0.219586636,120.9482814,0.045403377
83.5,0.786246296,121.5072136,0.044349559,-0.216770161,121.22102,0.045422551
84,0.769745294,121.7688739,0.044376467,-0.213490455,121.4913522,0.045441627
84.5,0.753244292,122.0305342,0.044403374,-0.210210748,121.7616844,0.045460702
85,0.737092257,122.2912488,0.044430252,-0.20649282,122.0295193,0.045479753
