Agemos,Male_L,Male_M,Male_S,Female_L,Female_M,Female_S
127,-2.666666304,16.93838402,0.123937078,-2.09561402,17.1863554,0.141033807
127.5,-2.659429443,16.96164317,0.124209969,-2.090478774,17.21174424,0.141313686
128,-2.652309989,16.98513041,0.124476104,-2.085550129,17.23725698,0.141585436
128.5,-2.645190534,17.00861766,0.124742239,-2.080621484,17.26276973,0.141857186
129,-2.638188092,17.03232822,0.125001572,-2.075897208,17.28839925,0.142120795
129.5,-2.631185649,17.05603879,0.125260905,-2.071172932,17.31402878,0.142384404
130,-2.62429958,17.07996792,0.1255134,-2.066650791,17.33976799,0.142639868
130.5,-2.617413511,17.10389705,0.125765895,-2.062128649,17.3655072,0.142895332
131,-2.610642952,17.12804004,0.126011521,-2.057806411,17.39134905,0.143142652
131.5,-2.603872392,17.15218302,0.126257147,-2.053484173,17.4171909,0.143389972
132,-2.59721627,17.17653517,0.12649588,-2.049359616,17.44312837,0.143629157
132.5,-2.590560148,17.20088732,0.126734613,-2.045235058,17.46906585,0.143868341
133,-2.584017201,17.22544397,0.126966437,-2.041305969,17.49509198,0.144099405
133.5,-2.577474253,17.25000062,0.12719826,-2.03737688,17.52111811,0.144330469
134,-2.571043042,17.27475715,0.127423164,-2.033641782,17.54722579,0.14455342
134.5,-2.564611831,17.29951367,0.127648067,-2.029906684,17.57333347,0.144776372
135,-2.558290758,17.32446547,0.127866045,-2.026362299,17.59951608,0.144991255
135.5,-2.551969684,17.34941726,0.128084023,-2.022817914,17.62569869,0.145206138
136,-2.545754828,17.37456017,0.128295107,-2.019462499,17.65194928,0.145412979
136.5,-2.539539972,17.39970308,0.128506192,-2.016107084,17.67819987,0.145619819
137,-2.533432827,17.4250319,0.128710345,-2.012938495,17.70451163,0.145818655
137.5,-2.527325681,17.45036072,0.128914497,-2.009769905,17.7308234,0.146017491
138,-2.521322958,17.47587116,0.129111749,-2.00678602,17.75718957,0.146208365
138.5,-2.515320235,17.50138161,0.129309001,-2.003802134,17.78355575,0.146399239
139,-2.509419841,17.52706917,0.129499371,-2.001000853,17.80996961,0.1465822
139.5,-2.503519447,17.55275674,0.129689741,-1.998199572,17.83638347,0.146765161
140,-2.497719191,17.57861694,0.129873253,-1.995578818,17.86283834,0.146940262
140.5,-2.491918934,17.60447714,0.130056765,-1.992958064,17.88929321,0.147115364
141,-2.486216535,17.63050552,0.130233449,-1.990515785,17.91578245,0.147282665
141.5,-2.480514136,17.6565339,0.130410133,-1.988073505,17.94227168,0.147449967
142,-2.474907234,17.682726,0.130580023,-1.98580767,17.96878869,0.147609532
142.5,-2.469300331,17.70891811,0.130749913,-1.983541835,17.9953057,0.147769097
143,-2.463786494,17.73526952,0.13091305,-1.981450438,18.02184393,0.147920994
143.5,-2.458272656,17.76162094,0.131076187,-1.979359041,18.04838216,0.148072891
144,-2.452849385,17.78812726,0.131232615,-1.977440099,18.0749351,0.148217193
144.5,-2.447426113,17.81463359,0.131389042,-1.975521156,18.10148804,0.148361495
145,-2.442090854,17.84129044,0.131538811,-1.973772707,18.12804922,0.148498281
145.5,-2.436755595,17.86794729,0.131688579,-1.972024258,18.15461039,0.148635067
146,-2.431505741,17.8947503,0.131831742,-1.970444362,18.18117339,0.148764418
146.5,-2.426255887,17.92155332,0.131974905,-1.968864465,18.20773639,0.148893769
147,-2.421088788,17.94849816,0.132111521,-1.967451202,18.23429482,0.149015773
147.5,-2.415921689,17.97544299,0.132248138,-1.966037938,18.26085325,0.149137776
148,-2.410834654,18.00252532,0.13237827,-1.964789405,18.28740079,0.149252523
148.5,-2.405747619,18.02960765,0.132508403,-1.963540872,18.31394832,0.14936727
149,-2.400737926,18.05682317,0.132632118,-1.962455186,18.34047867,0.149474854
149.5,-2.395728233,18.08403868,0.132755834,-1.961369499,18.36700902,0.149582439
150,-2.390793131,18.11138309,0.132873205,-1.960444789,18.39351593,0.14968296
150.5,-2.385858029,18.1387275,0.132990575,-1.959520079,18.42002284,0.149783482
151,-2.380994744,18.16619653,0.133101676,-1.95875449,18.44650011,0.149877043
151.5,-2.376131459,18.19366555,0.133212776,-1.9579889,18.47297739,0.149970604
152,-2.371337201,18.22125493,0.133317685,-1.957380586,18.49941887,0.150057312
152.5,-2.366542942,18.24884431,0.133422595,-1.956772271,18.52586035,0.15014402
153,-2.361814907,18.27654981,0.133521396,-1.956319396,18.55225993,0.150223985
153.5,-2.357086871,18.3042553,0.133620197,-1.95586652,18.57865951,0.15030395
154,-2.352422248,18.33207267,0.133712977,-1.955567252,18.60501113,0.150377286
154.5,-2.347757625,18.35989003,0.133805756,-1.955267984,18.63136275,0.150450621
155,-2.343153601,18.38781506,0.133892604,-1.955120498,18.65766038,0.150517446
155.5,-2.338549576,18.41574009,0.133979452,-1.954973011,18.68395801,0.15058427
156,-2.334003338,18.44376858,0.134060461,-1.954975479,18.7101957,0.150644704
156.5,-2.3294571,18.47179706,0.13414147,-1.954977947,18.73643338,0.150705138
157,-2.324965843,18.4999248,0.134216738,-1.955128542,18.76260519,0.150759307
157.5,-2.320474586,18.52805255,0.134292005,-1.955279136,18.788777,0.150813475
158,-2.316035516,18.55627537,0.13436163,-1.955576023,18.81487707,0.150861505
158.5,-2.311596446,18.5844982,0.134431256,-1.955872909,18.84097713,0.150909535
159,-2.307206785,18.61281193,0.134495341,-1.956314244,18.86699963,0.150951559
159.5,-2.302817124,18.64112567,0.134559427,-1.956755579,18.89302212,0.150993582
160,-2.298474116,18.66952615,0.134618079,-1.957339508,18.91896127,0.151029732
160.5,-2.294131107,18.69792663,0.134676731,-1.957923436,18.94490041,0.151065883
161,-2.28983202,18.7264097,0.134730058,-1.958648087,18.97075048,0.151096298
161.5,-2.285532933,18.75489278,0.134783385,-1.959372737,18.99660055,0.151126714
162,-2.281275067,18.78345431,0.134831498,-1.960236219,19.02235586,0.151151534
162.5,-2.277017201,18.81201584,0.134879611,-1.9610997,19.04811118,0.151176355
163,-2.272797893,18.84065168,0.134922624,-1.962100098,19.07376611,0.151195724
163.5,-2.268578584,18.86928753,0.134965637,-1.963100496,19.09942105,0.151215094
164,-2.264395211,18.89799356,0.135003666,-1.964235868,19.12497002,0.151229158
164.5,-2.260211837,18.92669959,0.135041695,-1.96537124,19.15051899,0.151243223
165,-2.256061823,18.95547168,0.13507486,-1.966639612,19.17595648,0.151252132
165.5,-2.251911809,18.98424378,0.135108024,-1.967907983,19.20139397,0.151261042
166,-2.247792631,19.01307781,0.135136445,-1.969307345,19.2267145,0.151264949
166.5,-2.243673453,19.04191185,0.135164867,-1.970706706,19.25203503,0.151268855
167,-2.239582648,19.07080371,0.135188668,-1.972235007,19.27723317,0.151267914
167.5,-2.235491842,19.09969557,0.135212469,-1.973763307,19.30243131,0.151266974
168,-2.231427008,19.12864114,0.135231776,-1.975418451,19.3275017,0.151261343
168.5,-2.227362173,19.15758672,0.135251083,-1.977073595,19.35257209,0.151255713
169,-2.223320982,19.18658189,0.135266023,-1.978853436,19.3775094,0.151245554
169.5,-2.21927979,19.21557707,0.135280963,-1.980633277,19.40244671,0.151235395
170,-2.215259989,19.24461773,0.135291667,-1.982535616,19.42724568,0.151220871
170.5,-2.211240187,19.27365839,0.135302371,-1.984437954,19.45204465,0.151206347
171,-2.207239608,19.30274043,0.13530897,-1.98646053,19.47670006,0.151187624
171.5,-2.203239029,19.33182247,0.135315568,-1.988483106,19.50135548,0.151168902
172,-2.199255595,19.36094176,0.135318196,-1.990623596,19.52586218,0.15114615
172.5,-2.195272161,19.39006106,0.135320824,-1.992764085,19.55036888,0.151123398
173,-2.191303893,19.4192135,0.135319616,-1.995020094,19.57472176,0.151096789
173.5,-2.187335625,19.44836594,0.135318407,-1.997276103,19.59907464,0.15107018
174,-2.18338065,19.47754739,0.135313501,-1.999645164,19.62326865,0.151039888
174.5,-2.179425674,19.50672885,0.135308594,-2.002014224,19.64746266,0.151009595
175,-2.175482232,19.53593519,0.135300128,-2.004493787,19.6714928,0.150975798
175.5,-2.171538789,19.56514153,0.135291662,-2.00697335,19.69552294,0.150942
176,-2.167605239,19.59436862,0.135279776,-2.009560782,19.71938427,0.150904877
176.5,-2.163671689,19.62359571,0.135267891,-2.012148213,19.7432456,0.150867753
177,-2.159746523,19.65283941,0.135252729,-2.014840788,19.76693323,0.150827487
177.5,-2.155821357,19.6820831,0.135237567,-2.017533363,19.79062086,0.150787221
178,-2.151903202,19.71133924,0.135219271,-2.020328261,19.81412997,0.150743997
178.5,-2.147985046,19.74059538,0.135200976,-2.023123159,19.83763907,0.150700774
179,-2.144072676,19.76985979,0.135179692,-2.026017457,19.86096487,0.150654781
